date_pick_up,time_pick_up,trap_id,bait_type,trap_type,species,number_individuals,rainfall_setup_date_mm,rainfall_pickup_date_mm,habitat
7/21/17,13:55:00,AT8,Howler monkey dung,AT,Canthon sp aff quadriguttatus,1,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Sylvicanthon bridarollii,12,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Canthon luteicollis,5,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Canthon femoralis bimaculatus,3,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Scybalocanthon sp C,1,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Scybalocanthon zischkai,2,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Onthophagus onorei,2,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Onthophagus haematopus,1,0,0,Flood Plain
7/21/17,13:55:00,PT8,Howler monkey dung,PT,Canthon subhyalinus,2,0,0,Flood Plain
7/21/17,13:55:00,AT9,Howler monkey dung,AT,Canthon femoralis bimaculatus,3,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Sylvicanthon bridarollii,4,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Canthon luteicollis,4,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Scybalocanthon sp C,3,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Scybalocanthon aereus,1,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Scybalocanthon sp F,2,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Canthidium sp aff cupreum,3,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Ateuchus sp,2,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,Canthidium cf basipunctatum,1,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,No ID,1,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,No ID,1,0,0,Flood Plain
7/21/17,13:55:00,PT9,Howler monkey dung,PT,No ID,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Canthidium sp D,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Canthonella sp D,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Phanaeus cambeforti,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Oxysternon spiniferum,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Canthidium sp aff cupreum,2,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Dichotomius batesi,4,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Dichotomius melzeri,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Dichotomius prietoi,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Dichotomius conicollis,1,0,0,Flood Plain
7/22/17,13:50:00,PT7,Howler monkey dung,PT,Scybalocanthon sp K,1,0,0,Flood Plain
7/22/17,13:50:00,AT8,Howler monkey dung,AT,Canthon femoralis bimaculatus,4,0,0,Flood Plain
7/22/17,13:50:00,AT8,Howler monkey dung,AT,No ID,1,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Eurysternus caribaeus,2,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Eurysternus sp nov A,2,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Sylvicanthon bridarollii,4,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Canthon luteicollis,1,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Dichotomius mamillatus,1,0,0,Flood Plain
7/22/17,13:50:00,PT8,Howler monkey dung,PT,Canthon coloratus,1,0,0,Flood Plain
7/22/17,13:50:00,PT9,Howler monkey dung,PT,Canthon luteicollis,1,0,0,Flood Plain
7/22/17,13:50:00,PT9,Howler monkey dung,PT,Eurysternus sp nov A,1,0,0,Flood Plain
7/22/17,13:50:00,PT9,Howler monkey dung,PT,Onthophagus onorei,1,0,0,Flood Plain
7/22/17,13:50:00,PT9,Howler monkey dung,PT,Canthidium cf globulum,1,0,0,Flood Plain
7/22/17,13:50:00,PT9,Howler monkey dung,PT,Canthidium escalerei,1,0,0,Flood Plain
7/25/17,13:43:00,PT3,Spider monkey dung,PT,Canthon luteicollis,2,0,0,Terra Firme
7/25/17,13:43:00,PT3,Spider monkey dung,PT,Scybalocanthon sp C,1,0,0,Terra Firme
7/25/17,13:43:00,PT3,Spider monkey dung,PT,Canthidium gerstaeckeri,1,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthon luteicollis,2,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthidium bicolor,2,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthonella sp D,1,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthidium sp aff cupreum,3,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthon semiopacus,1,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Canthidium sp aff histrio,2,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Dichotomius batesi,1,0,0,Terra Firme
7/25/17,13:43:00,PT4,Spider monkey dung,PT,Uroxys sp D,1,0,0,Terra Firme
7/25/17,13:43:00,PT5,Spider monkey dung,PT,Eurysternus sp nov A,1,0,0,Terra Firme
7/25/17,13:43:00,PT5,Spider monkey dung,PT,Canthonella sp D,1,0,0,Terra Firme
7/25/17,13:43:00,PT5,Spider monkey dung,PT,Canthidium bicolor,2,0,0,Terra Firme
7/26/17,14:45:00,PT3,Spider monkey dung,PT,Eurysternus sp nov A,1,0,0,Terra Firme
7/26/17,14:45:00,PT3,Spider monkey dung,PT,Canthonella sp D,1,0,0,Terra Firme
7/26/17,14:45:00,PT4,Spider monkey dung,PT,Canthidium bicolor,1,0,0,Terra Firme
7/26/17,14:45:00,PT5,Spider monkey dung,PT,Canthonella sp D,1,0,0,Terra Firme
7/28/17,14:13:00,AT10,Howler monkey dung,AT,Canthon femoralis bimaculatus,3,0,1.3,Flood Plain
7/28/17,14:13:00,AT10,Howler monkey dung,AT,Canthon sp aff quadriguttatus,1,0,1.3,Flood Plain
7/28/17,14:13:00,PT10,Howler monkey dung,PT,Dichotomius batesi,1,0,1.3,Flood Plain
7/28/17,14:13:00,PT10,Howler monkey dung,PT,Dichotomius sp aff lucasi,2,0,1.3,Flood Plain
7/28/17,14:13:00,PT10,Howler monkey dung,PT,Onthophagus haematopus,2,0,1.3,Flood Plain
7/28/17,14:13:00,PT10,Howler monkey dung,PT,Canthidium sp aff cupreum,1,0,1.3,Flood Plain
7/28/17,14:13:00,PT10,Howler monkey dung,PT,No ID,1,0,1.3,Flood Plain
7/28/17,14:22:00,AT11,Howler monkey dung,AT,Canthon femoralis bimaculatus,2,0,1.3,Flood Plain
7/28/17,14:22:00,AT11,Howler monkey dung,AT,Canthon sp aff angustatus,1,0,1.3,Flood Plain
7/28/17,14:22:00,AT11,Howler monkey dung,AT,Ateuchus sp C,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Canthon luteicollis,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Eurysternus caribaeus,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Eurysternus sp nov A,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Canthidium cf onitoides,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Onthophagus haematopus,3,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Onthophagus onorei,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Onthophagus onthochromus,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Canthidium gasipunctatum,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Ateuchus sp D,3,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Ateuchus sp F,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Dichotomius lucasi,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Canthon rubrescens,1,0,1.3,Flood Plain
7/28/17,14:22:00,PT11,Howler monkey dung,PT,Dichotomius batesi,1,0,1.3,Flood Plain
7/28/17,14:35:00,AT12,Howler monkey dung,AT,Canthon femoralis bimaculatus,3,0,1.3,Flood Plain
7/28/17,14:35:00,AT12,Howler monkey dung,AT,Canthon sp aff quadriguttatus,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Canthon luteicollis,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Scybalocanthon sp F,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Deltochilum granulatum,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Ateuchus sp H,4,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Onthophagus haematopus,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Ateuchus sp D,1,0,1.3,Flood Plain
7/28/17,14:35:00,PT12,Howler monkey dung,PT,Uroxys sp D,1,0,1.3,Flood Plain
7/29/17,13:05:00,AT10,Howler monkey dung,AT,Canthon sp aff angustatus,1,0,1.3,Flood Plain
7/29/17,13:05:00,PT10,Howler monkey dung,PT,Scybalocanthon aereus,1,0,1.3,Flood Plain
7/29/17,13:05:00,PT10,Howler monkey dung,PT,Dichotomius batesi,1,0,1.3,Flood Plain
7/29/17,13:05:00,PT10,Howler monkey dung,PT,Canthidium sp aff gerstaeckeri,2,0,1.3,Flood Plain
7/29/17,13:05:00,PT10,Howler monkey dung,PT,Canthon subhyalinus,2,0,1.3,Flood Plain
7/29/17,13:05:00,PT10,Howler monkey dung,PT,Ateuchus cereus,1,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,Canthidium sp aff gerstaeckeri,1,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,Dichotomius batesi,1,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,Canthidium batesi,2,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,Ateuchus laevicollis,1,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,Ateuchus sp E,1,0,1.3,Flood Plain
7/29/17,13:15:00,PT11,Howler monkey dung,PT,No ID,1,0,1.3,Flood Plain
8/4/17,13:55:00,AT10,Howler monkey dung,AT,Canthon femoralis bimaculatus,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Dichotomius ohausi,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Canthon luteicollis,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Canthonella sp A,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Canthonella sp D,3,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Canthon bicolor,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Dichotomius lucasi,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Sylvicanthon bridarollii,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Onthophagus onorei,2,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Onthophagus haematopus,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Onthophagus rubrescens,2,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Uroxys sp D,1,0,0,Flood Plain
8/4/17,13:55:00,PT10,Howler monkey dung,PT,Canthidium cf thalassinum,1,0,0,Flood Plain
8/4/17,14:05:00,AT11,Howler monkey dung,AT,Canthon femoralis bimaculatus,3,0,0,Flood Plain
8/4/17,14:05:00,PT11,Howler monkey dung,PT,Canthidium cf thalassinum,1,0,0,Flood Plain
8/4/17,14:15:00,AT12,Howler monkey dung,AT,Canthon sp aff quadriguttatus,2,0,0,Flood Plain
8/4/17,14:15:00,AT12,Howler monkey dung,AT,Canthon femoralis bimaculatus,5,0,0,Flood Plain
8/4/17,14:15:00,AT12,Howler monkey dung,AT,Canthon subhyalinus,3,0,0,Flood Plain
8/4/17,14:15:00,AT12,Howler monkey dung,AT,Canthon sp aff angustatus,1,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Dichotomius ohausi,2,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Canthon luteicollis,2,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Sylvicanthon bridarollii,2,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Onthophagus onorei,11,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Canthidium cf thalassinum,11,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Ateuchus cf laevicollis,1,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Canthidium cf onitoides,3,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Canthon brunneus,1,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Scybalocanthon sp F,1,0,0,Flood Plain
8/4/17,14:15:00,PT12,Howler monkey dung,PT,Canthidium sp J,1,0,0,Flood Plain
8/5/17,13:51:00,AT10,Howler monkey dung,AT,Canthon femoralis bimaculatus,1,0,0,Flood Plain
8/5/17,13:51:00,AT10,Howler monkey dung,AT,Canthon sp aff angustatus,1,0,0,Flood Plain
8/5/17,13:51:00,PT10,Howler monkey dung,PT,Onthophagus onorei,1,0,0,Flood Plain
8/5/17,13:51:00,PT10,Howler monkey dung,PT,Ateuchus sp D,1,0,0,Flood Plain
8/5/17,13:51:00,PT10,Howler monkey dung,PT,Canthidium cf thalassinum,1,0,0,Flood Plain
8/5/17,13:51:00,PT10,Howler monkey dung,PT,Uroxys sp D,1,0,0,Flood Plain
8/5/17,13:57:00,AT11,Howler monkey dung,AT,Canthon femoralis bimaculatus,2,0,0,Flood Plain
8/5/17,13:57:00,AT11,Howler monkey dung,AT,Canthon sp aff quadriguttatus,1,0,0,Flood Plain
8/5/17,13:57:00,PT11,Howler monkey dung,PT,Canthidium cf thalassinum,1,0,0,Flood Plain
8/5/17,13:57:00,PT11,Howler monkey dung,PT,Dichotomius lucasi,2,0,0,Flood Plain
8/5/17,14:04:00,AT12,Howler monkey dung,AT,Canthon femoralis bimaculatus,2,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Canthon onitoides,4,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Canthon aequinoctialis,2,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Eurysternus sp nov A,2,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Ateuchus sp B,1,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Canthidium basipunctatum,1,0,0,Flood Plain
8/5/17,14:04:00,PT12,Howler monkey dung,PT,Canthon sp aff angustatus,1,0,0,Flood Plain
10/17/17,13:24:00,AT10,Human,AT,Canthon femoralis bimaculatus,2,0.3,0,Flood Plain
10/17/17,13:24:00,AT10,Human,AT,Canthon sp aff quadriguttatus,5,0.3,0,Flood Plain
10/17/17,13:24:00,AT10,Human,AT,Canthon sp aff brunneus,2,0.3,0,Flood Plain
10/17/17,13:24:00,AT10,Human,AT,No ID,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Dichotomius prietoi,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Eurysternus hamaticollis,2,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Eurysternus wittmerorum,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthon luteicollis,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthidium cf onitoides,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthidium sp aff cupreum,9,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthon aequinoctialis,8,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Dichotomius batesi,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Onthophagus haematopus,24,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthon affonitoides,1,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthon sp aff chinguano,2,0.3,0,Flood Plain
10/17/17,13:24:00,PT10,Human,PT,Canthidium sp aff thalassinum (?),1,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Canthon femoralis bimaculatus,21,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Canthon sp aff quadriguttatus,20,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Canthon subhyalinus,8,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Canthon sp aff brunneus,1,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Canthon sp aff angustatus,5,0.3,0,Flood Plain
10/17/17,13:38:00,AT11,Human,AT,Sylvicanthon bridarollii,1,0.3,0,Flood Plain
10/17/17,13:38:00,PT11,Human,PT,Canthon aequinoctialis,7,0.3,0,Flood Plain
10/17/17,13:38:00,PT11,Human,PT,Dichotomius worontzowi,1,0.3,0,Flood Plain
10/17/17,13:38:00,PT11,Human,PT,Sylvicanthon bridarollii,2,0.3,0,Flood Plain
10/17/17,13:51:00,AT12,Human,AT,Canthon sp aff quadriguttatus,7,0.3,0,Flood Plain
10/17/17,13:51:00,AT12,Human,AT,Canthon sp aff brunneus,1,0.3,0,Flood Plain
10/17/17,13:51:00,AT12,Human,AT,Canthon subhyalinus,2,0.3,0,Flood Plain
10/17/17,13:51:00,AT12,Human,AT,No ID,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Deltochilum amazonicum,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Canthidium sp aff cupreum,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Scybalocanthon aereus,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Canthon aequinoctialis,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Sylvicanthon bridarollii,1,0.3,0,Flood Plain
10/17/17,13:51:00,PT12,Human,PT,Scybalocanthon aereus,1,0.3,0,Flood Plain
10/18/17,11:23:00,AT11,Human,AT,Canthon sp aff quadriguttatus,1,0.3,0,Flood Plain
10/18/17,11:23:00,AT11,Human,AT,Canthon subhyalinus,1,0.3,0,Flood Plain
10/18/17,11:23:00,AT11,Human,AT,Canthon sp aff brunneus,1,0.3,0,Flood Plain
10/18/17,11:30:00,AT12,Human,AT,Canthon sp aff quadriguttatus,1,0.3,0,Flood Plain
10/18/17,11:30:00,AT12,Human,AT,Canthon sp aff brunneus,2,0.3,0,Flood Plain
10/31/17,7:30:00,AT6,Human,AT,Coprophanaeus lancifer,3,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthon luteicollis,2,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthidium sp aff cupreum,5,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Eurysternus sp nov A,1,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthidium sp aff funebre,2,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthidium onitoides,1,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Onthophagus haematopus,2,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Ateuchus sp aff pygidalis,1,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthidium bicolor,4,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Onthophagus onorei,2,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Onthophagus sp,1,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Uroxys sp D,1,3,0.9,Terra Firme
10/31/17,7:30:00,PT6,Human,PT,Canthidium sp aff cupreum,2,3,0.9,Terra Firme
10/31/17,7:30:00,AT6,Human,AT,Canthon sp aff angustatus,2,3,0.9,Terra Firme
10/31/17,7:30:00,AT6,Human,AT,Canthon sp aff quadriguttatus,1,3,0.9,Terra Firme
10/31/17,7:30:00,AT6,Human,AT,Canthon femoralis bimaculatus,1,3,0.9,Terra Firme
10/31/17,7:45:00,AT1,Human,AT,Canthon sp aff quadriguttatus,3,3,0.9,Terra Firme
10/31/17,7:45:00,PT1,Human,PT,Canthidium sp aff cupreum,1,3,0.9,Terra Firme
10/31/17,7:45:00,PT1,Human,PT,Coprophanaeus telamon,1,3,0.9,Terra Firme
10/31/17,7:45:00,PT1,Human,PT,Canthidium sp aff gerstaeckeri,1,3,0.9,Terra Firme
10/31/17,7:35:00,AT2,Human,AT,Canthon sp aff angustatus,10,3,0.9,Terra Firme
10/31/17,7:35:00,AT2,Human,AT,Canthon sp aff quadriguttatus,2,3,0.9,Terra Firme
10/31/17,7:35:00,AT2,Human,AT,Canthon femoralis bimaculatus,8,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Coprophanaeus lancifer,2,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Oxysternon conspicillatum,1,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Canthidium sp aff cupreum,15,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Canthidium bicolor,6,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Ateuchus sp H,1,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Canthidium sp aff basipunctatum,1,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Canthidium sp aff onitoides,1,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Onthophagus haematopus,4,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Onthophagus onorei,3,3,0.9,Terra Firme
10/31/17,7:35:00,PT2,Human,PT,Onthophagus rubrescens,3,3,0.9,Terra Firme
11/1/17,8:53:00,AT6,Human,AT,Canthon luteicollis,1,3,81,Terra Firme
11/3/17,7:44:00,AT3,Human,AT,Canthon sp aff quadriguttatus,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Coprophanaeus lancifer,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Oxysternon conspicillatum,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Dichotomius robustus,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon aequinoctialis,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Eurysternus hamaticollis,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Eurysternus hypocrita,5,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Eurysternus wittmerorum,9,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Eurysternus sp nov A,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthidium sp aff cupreum,24,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon sp aff angustatus,5,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon luteicollis,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon femoralis bimaculatus,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon sp aff quadriguttatus,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthidium bicolor,3,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon semiopacus,3,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthon sp aff brunneus,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Ateuchus sp D,3,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthidium batesi,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Scybalocanthon sp aff aereus,1,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthidium cf onitoides,2,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Canthidium sp aff funebre,17,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Onthophagus onorei,33,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Onthophagus haematopus,27,22.8,0.6,Terra Firme
11/3/17,7:44:00,PT3,Human,PT,Onthophagus rubrescens,11,22.8,0.6,Terra Firme
11/3/17,7:35:00,PT4,Human,PT,Dichotomius melzeri,3,22.8,0.6,Terra Firme
11/3/17,7:35:00,PT4,Human,PT,Eurysternus sp nov A,1,22.8,0.6,Terra Firme
11/3/17,7:35:00,PT4,Human,PT,Canthon aequinoctialis,2,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Coprophanaeus lancifer,4,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Oxysternon conspicillatum,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Deltochilum amazonicum,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Canthon fulgidus,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Canthidium sp aff cupreum,5,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Canthidium sp aff funebre,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Onthophagus onorei,7,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Onthophagus haematopus,9,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Onthophagus rubrescens,19,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Eurysternus sp nov A,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Canthidium sp E,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Ateuchus laevicollis,1,22.8,0.6,Terra Firme
11/3/17,7:25:00,PT5,Human,PT,Ateuchus cereus,1,22.8,0.6,Terra Firme
11/14/17,9:04:00,AT7,Human,AT,Canthon sp aff quadriguttatus,12,0.2,0,Flood Plain
11/14/17,9:04:00,AT7,Human,AT,Canthon femoralis bimaculatus,1,0.2,0,Flood Plain
